REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,value
Cuba,IMPNG,2,2043,999999.0
Cuba,IMPNG,2,2044,999999.0
Cuba,IMPNG,2,2045,999999.0
Cuba,IMPNG,2,2046,999999.0
Cuba,IMPNG,2,2047,999999.0
Cuba,IMPNG,2,2048,999999.0
Cuba,IMPNG,2,2049,999999.0
Cuba,IMPNG,2,2050,999999.0
Cuba,MINNG,1,2019,1.17
Cuba,MINNG,1,2020,1.17
Cuba,MINNG,1,2021,1.17
Cuba,MINNG,1,2022,1.17
Cuba,MINNG,1,2023,1.17
Cuba,MINNG,1,2024,1.17
Cuba,MINNG,1,2025,1.17
Cuba,MINNG,1,2026,1.17
Cuba,MINNG,1,2027,1.17
Cuba,MINNG,1,2028,1.17
Cuba,MINNG,1,2029,1.17
Cuba,MINNG,1,2030,1.17
Cuba,MINNG,1,2031,1.17
Cuba,MINNG,1,2032,1.17
Cuba,MINNG,1,2033,1.17
Cuba,MINNG,1,2034,1.17
Cuba,MINNG,1,2035,1.17
Cuba,MINNG,1,2036,1.17
Cuba,MINNG,1,2037,1.17
Cuba,MINNG,1,2038,1.17
Cuba,MINNG,1,2039,1.17
Cuba,MINNG,1,2040,1.17
Cuba,MINNG,1,2041,1.17
Cuba,MINNG,1,2042,1.17
Cuba,MINNG,1,2043,1.17
Cuba,MINNG,1,2044,1.17
Cuba,MINNG,1,2045,1.17
Cuba,MINNG,1,2046,1.17
Cuba,MINNG,1,2047,1.17
Cuba,MINNG,1,2048,1.17
Cuba,MINNG,1,2049,1.17
Cuba,MINNG,1,2050,1.17
Cuba,MINNG,2,2019,999999.0
Cuba,MINNG,2,2020,999999.0
Cuba,MINNG,2,2021,999999.0
Cuba,MINNG,2,2022,999999.0
Cuba,MINNG,2,2023,999999.0
Cuba,MINNG,2,2024,999999.0
Cuba,MINNG,2,2025,999999.0
Cuba,MINNG,2,2026,999999.0
Cuba,MINNG,2,2027,999999.0
Cuba,MINNG,2,2028,999999.0
Cuba,MINNG,2,2029,999999.0
Cuba,MINNG,2,2030,999999.0
Cuba,MINNG,2,2031,999999.0
Cuba,MINNG,2,2032,999999.0
Cuba,MINNG,2,2033,999999.0
Cuba,MINNG,2,2034,999999.0
Cuba,MINNG,2,2035,999999.0
Cuba,MINNG,2,2036,999999.0
Cuba,MINNG,2,2037,999999.0
Cuba,MINNG,2,2038,999999.0
Cuba,MINNG,2,2039,999999.0
Cuba,MINNG,2,2040,999999.0
Cuba,MINNG,2,2041,999999.0
Cuba,MINNG,2,2042,999999.0
Cuba,MINNG,2,2043,999999.0
Cuba,MINNG,2,2044,999999.0
Cuba,MINNG,2,2045,999999.0
Cuba,MINNG,2,2046,999999.0
Cuba,MINNG,2,2047,999999.0
Cuba,MINNG,2,2048,999999.0
Cuba,MINNG,2,2049,999999.0
Cuba,MINNG,2,2050,999999.0
Cuba,MINBIO1,1,2019,5.6
Cuba,MINBIO1,1,2020,5.6
Cuba,MINBIO1,1,2021,5.6
Cuba,MINBIO1,1,2022,5.6
Cuba,MINBIO1,1,2023,5.6
Cuba,MINBIO1,1,2024,5.6
Cuba,MINBIO1,1,2025,5.6
Cuba,MINBIO1,1,2026,5.6
Cuba,MINBIO1,1,2027,5.6
Cuba,MINBIO1,1,2028,5.6
Cuba,MINBIO1,1,2029,5.6
Cuba,MINBIO1,1,2030,5.6
Cuba,MINBIO1,1,2031,5.6
Cuba,MINBIO1,1,2032,5.6
Cuba,MINBIO1,1,2033,5.6
Cuba,MINBIO1,1,2034,5.6
Cuba,MINBIO1,1,2035,5.6
Cuba,MINBIO1,1,2036,5.6
Cuba,MINBIO1,1,2037,5.6
Cuba,MINBIO1,1,2038,5.6
Cuba,MINBIO1,1,2039,5.6
Cuba,MINBIO1,1,2040,5.6
Cuba,MINBIO1,1,2041,5.6
Cuba,MINBIO1,1,2042,5.6
Cuba,MINBIO1,1,2043,5.6
Cuba,MINBIO1,1,2044,5.6
Cuba,MINBIO1,1,2045,5.6
Cuba,MINBIO1,1,2046,5.6
Cuba,MINBIO1,1,2047,5.6
Cuba,MINBIO1,1,2048,5.6
Cuba,MINBIO1,1,2049,5.6
Cuba,MINBIO1,1,2050,5.6
Cuba,MINBIO1,2,2019,999999.0
Cuba,MINBIO1,2,2020,999999.0
Cuba,MINBIO1,2,2021,999999.0
Cuba,MINBIO1,2,2022,999999.0
Cuba,MINBIO1,2,2023,999999.0
Cuba,MINBIO1,2,2024,999999.0
Cuba,MINBIO1,2,2025,999999.0
Cuba,MINBIO1,2,2026,999999.0
Cuba,MINBIO1,2,2027,999999.0
Cuba,MINBIO1,2,2028,999999.0
Cuba,MINBIO1,2,2029,999999.0
Cuba,MINBIO1,2,2030,999999.0
Cuba,MINBIO1,2,2031,999999.0
Cuba,MINBIO1,2,2032,999999.0
Cuba,MINBIO1,2,2033,999999.0
Cuba,MINBIO1,2,2034,999999.0
Cuba,MINBIO1,2,2035,999999.0
Cuba,MINBIO1,2,2036,999999.0
Cuba,MINBIO1,2,2037,999999.0
Cuba,MINBIO1,2,2038,999999.0
Cuba,MINBIO1,2,2039,999999.0
Cuba,MINBIO1,2,2040,999999.0
Cuba,MINBIO1,2,2041,999999.0
Cuba,MINBIO1,2,2042,999999.0
Cuba,MINBIO1,2,2043,999999.0
Cuba,MINBIO1,2,2044,999999.0
Cuba,MINBIO1,2,2045,999999.0
Cuba,MINBIO1,2,2046,999999.0
Cuba,MINBIO1,2,2047,999999.0
Cuba,MINBIO1,2,2048,999999.0
Cuba,MINBIO1,2,2049,999999.0
Cuba,MINBIO1,2,2050,999999.0
Cuba,MINBIO2,1,2019,5.6
Cuba,MINBIO2,1,2020,5.6
Cuba,MINBIO2,1,2021,5.6
Cuba,MINBIO2,1,2022,5.6
Cuba,MINBIO2,1,2023,5.6
Cuba,MINBIO2,1,2024,5.6
Cuba,MINBIO2,1,2025,5.6
Cuba,MINBIO2,1,2026,5.6
Cuba,MINBIO2,1,2027,5.6
Cuba,MINBIO2,1,2028,5.6
Cuba,MINBIO2,1,2029,5.6
Cuba,MINBIO2,1,2030,5.6
Cuba,MINBIO2,1,2031,5.6
Cuba,MINBIO2,1,2032,5.6
Cuba,MINBIO2,1,2033,5.6
Cuba,MINBIO2,1,2034,5.6
Cuba,MINBIO2,1,2035,5.6
Cuba,MINBIO2,1,2036,5.6
Cuba,MINBIO2,1,2037,5.6
Cuba,MINBIO2,1,2038,5.6
Cuba,MINBIO2,1,2039,5.6
Cuba,MINBIO2,1,2040,5.6
Cuba,MINBIO2,1,2041,5.6
Cuba,MINBIO2,1,2042,5.6
Cuba,MINBIO2,1,2043,5.6
Cuba,MINBIO2,1,2044,5.6
Cuba,MINBIO2,1,2045,5.6
Cuba,MINBIO2,1,2046,5.6
Cuba,MINBIO2,1,2047,5.6
Cuba,MINBIO2,1,2048,5.6
Cuba,MINBIO2,1,2049,5.6
Cuba,MINBIO2,1,2050,5.6
Cuba,MINBIO2,2,2019,999999.0
Cuba,MINBIO2,2,2020,999999.0
Cuba,MINBIO2,2,2021,999999.0
Cuba,MINBIO2,2,2022,999999.0
Cuba,MINBIO2,2,2023,999999.0
Cuba,MINBIO2,2,2024,999999.0
Cuba,MINBIO2,2,2025,999999.0
Cuba,MINBIO2,2,2026,999999.0
Cuba,MINBIO2,2,2027,999999.0
Cuba,MINBIO2,2,2028,999999.0
