REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,value
Cuba,PWRCRUD004,CRUD,1,2040,3.3
Cuba,PWRCRUD004,CRUD,1,2041,3.3
Cuba,PWRCRUD004,CRUD,1,2042,3.3
Cuba,PWRCRUD004,CRUD,1,2043,3.3
Cuba,PWRCRUD004,CRUD,1,2044,3.3
Cuba,PWRCRUD004,CRUD,1,2045,3.3
Cuba,PWRCRUD004,CRUD,1,2046,3.3
Cuba,PWRCRUD004,CRUD,1,2047,3.3
Cuba,PWRCRUD004,CRUD,1,2048,3.3
Cuba,PWRCRUD004,CRUD,1,2049,3.3
Cuba,PWRCRUD004,CRUD,1,2050,3.3
Cuba,PWRHFO01,HFO01,1,2019,2.94
Cuba,PWRHFO01,HFO01,1,2020,2.94
Cuba,PWRHFO01,HFO01,1,2021,2.94
Cuba,PWRHFO01,HFO01,1,2022,2.94
Cuba,PWRHFO01,HFO01,1,2023,2.94
Cuba,PWRHFO01,HFO01,1,2024,2.94
Cuba,PWRHFO01,HFO01,1,2025,2.94
Cuba,PWRHFO01,HFO01,1,2026,2.94
Cuba,PWRHFO01,HFO01,1,2027,2.94
Cuba,PWRHFO01,HFO01,1,2028,2.94
Cuba,PWRHFO01,HFO01,1,2029,2.94
Cuba,PWRHFO01,HFO01,1,2030,2.94
Cuba,PWRHFO01,HFO01,1,2031,2.94
Cuba,PWRHFO01,HFO01,1,2032,2.94
Cuba,PWRHFO01,HFO01,1,2033,2.94
Cuba,PWRHFO01,HFO01,1,2034,2.94
Cuba,PWRHFO01,HFO01,1,2035,2.94
Cuba,PWRHFO01,HFO01,1,2036,2.94
Cuba,PWRHFO01,HFO01,1,2037,2.94
Cuba,PWRHFO01,HFO01,1,2038,2.94
Cuba,PWRHFO01,HFO01,1,2039,2.94
Cuba,PWRHFO01,HFO01,1,2040,2.94
Cuba,PWRHFO01,HFO01,1,2041,2.94
Cuba,PWRHFO01,HFO01,1,2042,2.94
Cuba,PWRHFO01,HFO01,1,2043,2.94
Cuba,PWRHFO01,HFO01,1,2044,2.94
Cuba,PWRHFO01,HFO01,1,2045,2.94
Cuba,PWRHFO01,HFO01,1,2046,2.94
Cuba,PWRHFO01,HFO01,1,2047,2.94
Cuba,PWRHFO01,HFO01,1,2048,2.94
Cuba,PWRHFO01,HFO01,1,2049,2.94
Cuba,PWRHFO01,HFO01,1,2050,2.94
Cuba,PWRCRUD005,CRUD,1,2019,2.94
Cuba,PWRCRUD005,CRUD,1,2020,2.94
Cuba,PWRCRUD005,CRUD,1,2021,2.94
Cuba,PWRCRUD005,CRUD,1,2022,2.94
Cuba,PWRCRUD005,CRUD,1,2023,2.94
Cuba,PWRCRUD005,CRUD,1,2024,2.94
Cuba,PWRCRUD005,CRUD,1,2025,2.94
Cuba,PWRCRUD005,CRUD,1,2026,2.94
Cuba,PWRCRUD005,CRUD,1,2027,2.94
Cuba,PWRCRUD005,CRUD,1,2028,2.94
Cuba,PWRCRUD005,CRUD,1,2029,2.94
Cuba,PWRCRUD005,CRUD,1,2030,2.94
Cuba,PWRCRUD005,CRUD,1,2031,2.94
Cuba,PWRCRUD005,CRUD,1,2032,2.94
Cuba,PWRCRUD005,CRUD,1,2033,2.94
Cuba,PWRCRUD005,CRUD,1,2034,2.94
Cuba,PWRCRUD005,CRUD,1,2035,2.94
Cuba,PWRCRUD005,CRUD,1,2036,2.94
Cuba,PWRCRUD005,CRUD,1,2037,2.94
Cuba,PWRCRUD005,CRUD,1,2038,2.94
Cuba,PWRCRUD005,CRUD,1,2039,2.94
Cuba,PWRCRUD005,CRUD,1,2040,2.94
Cuba,PWRCRUD005,CRUD,1,2041,2.94
Cuba,PWRCRUD005,CRUD,1,2042,2.94
Cuba,PWRCRUD005,CRUD,1,2043,2.94
Cuba,PWRCRUD005,CRUD,1,2044,2.94
Cuba,PWRCRUD005,CRUD,1,2045,2.94
Cuba,PWRCRUD005,CRUD,1,2046,2.94
Cuba,PWRCRUD005,CRUD,1,2047,2.94
Cuba,PWRCRUD005,CRUD,1,2048,2.94
Cuba,PWRCRUD005,CRUD,1,2049,2.94
Cuba,PWRCRUD005,CRUD,1,2050,2.94
Cuba,PWRCRUD006,CRUD,1,2019,2.94
Cuba,PWRCRUD006,CRUD,1,2020,2.94
Cuba,PWRCRUD006,CRUD,1,2021,2.94
Cuba,PWRCRUD006,CRUD,1,2022,2.94
Cuba,PWRCRUD006,CRUD,1,2023,2.94
Cuba,PWRCRUD006,CRUD,1,2024,2.94
Cuba,PWRCRUD006,CRUD,1,2025,2.94
Cuba,PWRCRUD006,CRUD,1,2026,2.94
Cuba,PWRCRUD006,CRUD,1,2027,2.94
Cuba,PWRCRUD006,CRUD,1,2028,2.94
Cuba,PWRCRUD006,CRUD,1,2029,2.94
Cuba,PWRCRUD006,CRUD,1,2030,2.94
Cuba,PWRCRUD006,CRUD,1,2031,2.94
Cuba,PWRCRUD006,CRUD,1,2032,2.94
Cuba,PWRCRUD006,CRUD,1,2033,2.94
Cuba,PWRCRUD006,CRUD,1,2034,2.94
Cuba,PWRCRUD006,CRUD,1,2035,2.94
Cuba,PWRCRUD006,CRUD,1,2036,2.94
Cuba,PWRCRUD006,CRUD,1,2037,2.94
Cuba,PWRCRUD006,CRUD,1,2038,2.94
Cuba,PWRCRUD006,CRUD,1,2039,2.94
Cuba,PWRCRUD006,CRUD,1,2040,2.94
Cuba,PWRCRUD006,CRUD,1,2041,2.94
Cuba,PWRCRUD006,CRUD,1,2042,2.94
Cuba,PWRCRUD006,CRUD,1,2043,2.94
Cuba,PWRCRUD006,CRUD,1,2044,2.94
Cuba,PWRCRUD006,CRUD,1,2045,2.94
Cuba,PWRCRUD006,CRUD,1,2046,2.94
Cuba,PWRCRUD006,CRUD,1,2047,2.94
Cuba,PWRCRUD006,CRUD,1,2048,2.94
Cuba,PWRCRUD006,CRUD,1,2049,2.94
Cuba,PWRCRUD006,CRUD,1,2050,2.94
Cuba,PWRCRUD007,CRUD,1,2019,2.94
Cuba,PWRCRUD007,CRUD,1,2020,2.94
Cuba,PWRCRUD007,CRUD,1,2021,2.94
Cuba,PWRCRUD007,CRUD,1,2022,2.94
Cuba,PWRCRUD007,CRUD,1,2023,2.94
Cuba,PWRCRUD007,CRUD,1,2024,2.94
Cuba,PWRCRUD007,CRUD,1,2025,2.94
Cuba,PWRCRUD007,CRUD,1,2026,2.94
Cuba,PWRCRUD007,CRUD,1,2027,2.94
Cuba,PWRCRUD007,CRUD,1,2028,2.94
Cuba,PWRCRUD007,CRUD,1,2029,2.94
Cuba,PWRCRUD007,CRUD,1,2030,2.94
Cuba,PWRCRUD007,CRUD,1,2031,2.94
Cuba,PWRCRUD007,CRUD,1,2032,2.94
Cuba,PWRCRUD007,CRUD,1,2033,2.94
Cuba,PWRCRUD007,CRUD,1,2034,2.94
Cuba,PWRCRUD007,CRUD,1,2035,2.94
Cuba,PWRCRUD007,CRUD,1,2036,2.94
Cuba,PWRCRUD007,CRUD,1,2037,2.94
Cuba,PWRCRUD007,CRUD,1,2038,2.94
Cuba,PWRCRUD007,CRUD,1,2039,2.94
Cuba,PWRCRUD007,CRUD,1,2040,2.94
Cuba,PWRCRUD007,CRUD,1,2041,2.94
Cuba,PWRCRUD007,CRUD,1,2042,2.94
Cuba,PWRCRUD007,CRUD,1,2043,2.94
Cuba,PWRCRUD007,CRUD,1,2044,2.94
Cuba,PWRCRUD007,CRUD,1,2045,2.94
Cuba,PWRCRUD007,CRUD,1,2046,2.94
Cuba,PWRCRUD007,CRUD,1,2047,2.94
Cuba,PWRCRUD007,CRUD,1,2048,2.94
Cuba,PWRCRUD007,CRUD,1,2049,2.94
Cuba,PWRCRUD007,CRUD,1,2050,2.94
Cuba,PWRCRUD008,CRUD,1,2019,2.94
Cuba,PWRCRUD008,CRUD,1,2020,2.94
Cuba,PWRCRUD008,CRUD,1,2021,2.94
Cuba,PWRCRUD008,CRUD,1,2022,2.94
Cuba,PWRCRUD008,CRUD,1,2023,2.94
Cuba,PWRCRUD008,CRUD,1,2024,2.94
Cuba,PWRCRUD008,CRUD,1,2025,2.94
Cuba,PWRCRUD008,CRUD,1,2026,2.94
Cuba,PWRCRUD008,CRUD,1,2027,2.94
Cuba,PWRCRUD008,CRUD,1,2028,2.94
Cuba,PWRCRUD008,CRUD,1,2029,2.94
Cuba,PWRCRUD008,CRUD,1,2030,2.94
Cuba,PWRCRUD008,CRUD,1,2031,2.94
Cuba,PWRCRUD008,CRUD,1,2032,2.94
Cuba,PWRCRUD008,CRUD,1,2033,2.94
Cuba,PWRCRUD008,CRUD,1,2034,2.94
Cuba,PWRCRUD008,CRUD,1,2035,2.94
Cuba,PWRCRUD008,CRUD,1,2036,2.94
Cuba,PWRCRUD008,CRUD,1,2037,2.94
Cuba,PWRCRUD008,CRUD,1,2038,2.94
Cuba,PWRCRUD008,CRUD,1,2039,2.94
Cuba,PWRCRUD008,CRUD,1,2040,2.94
Cuba,PWRCRUD008,CRUD,1,2041,2.94
Cuba,PWRCRUD008,CRUD,1,2042,2.94
Cuba,PWRCRUD008,CRUD,1,2043,2.94
Cuba,PWRCRUD008,CRUD,1,2044,2.94
Cuba,PWRCRUD008,CRUD,1,2045,2.94
Cuba,PWRCRUD008,CRUD,1,2046,2.94
Cuba,PWRCRUD008,CRUD,1,2047,2.94
Cuba,PWRCRUD008,CRUD,1,2048,2.94
Cuba,PWRCRUD008,CRUD,1,2049,2.94
Cuba,PWRCRUD008,CRUD,1,2050,2.94
Cuba,PWRNG01,NG,1,2019,2.2
Cuba,PWRNG01,NG,1,2020,2.2
Cuba,PWRNG01,NG,1,2021,2.2
Cuba,PWRNG01,NG,1,2022,2.2
Cuba,PWRNG01,NG,1,2023,2.2
Cuba,PWRNG01,NG,1,2024,2.2
Cuba,PWRNG01,NG,1,2025,2.2
Cuba,PWRNG01,NG,1,2026,2.2
Cuba,PWRNG01,NG,1,2027,2.2
Cuba,PWRNG01,NG,1,2028,2.2
Cuba,PWRNG01,NG,1,2029,2.2
Cuba,PWRNG01,NG,1,2030,2.2
Cuba,PWRNG01,NG,1,2031,2.2
Cuba,PWRNG01,NG,1,2032,2.2
Cuba,PWRNG01,NG,1,2033,2.2
Cuba,PWRNG01,NG,1,2034,2.2
Cuba,PWRNG01,NG,1,2035,2.2
Cuba,PWRNG01,NG,1,2036,2.2
Cuba,PWRNG01,NG,1,2037,2.2
Cuba,PWRNG01,NG,1,2038,2.2
Cuba,PWRNG01,NG,1,2039,2.2
Cuba,PWRNG01,NG,1,2040,2.2
Cuba,PWRNG01,NG,1,2041,2.2
Cuba,PWRNG01,NG,1,2042,2.2
Cuba,PWRNG01,NG,1,2043,2.2
Cuba,PWRNG01,NG,1,2044,2.2
Cuba,PWRNG01,NG,1,2045,2.2
Cuba,PWRNG01,NG,1,2046,2.2
Cuba,PWRNG01,NG,1,2047,2.2
Cuba,PWRNG01,NG,1,2048,2.2
Cuba,PWRNG01,NG,1,2049,2.2
Cuba,PWRNG01,NG,1,2050,2.2
Cuba,PWRNG02,NG,1,2019,2.2
Cuba,PWRNG02,NG,1,2020,2.2
Cuba,PWRNG02,NG,1,2021,2.2
Cuba,PWRNG02,NG,1,2022,2.2
Cuba,PWRNG02,NG,1,2023,2.2
Cuba,PWRNG02,NG,1,2024,2.2
Cuba,PWRNG02,NG,1,2025,2.2
Cuba,PWRNG02,NG,1,2026,2.2
Cuba,PWRNG02,NG,1,2027,2.2
Cuba,PWRNG02,NG,1,2028,2.2
Cuba,PWRNG02,NG,1,2029,2.2
Cuba,PWRNG02,NG,1,2030,2.2
Cuba,PWRNG02,NG,1,2031,2.2
Cuba,PWRNG02,NG,1,2032,2.2
Cuba,PWRNG02,NG,1,2033,2.2
Cuba,PWRNG02,NG,1,2034,2.2
Cuba,PWRNG02,NG,1,2035,2.2
Cuba,PWRNG02,NG,1,2036,2.2
Cuba,PWRNG02,NG,1,2037,2.2
Cuba,PWRNG02,NG,1,2038,2.2
Cuba,PWRNG02,NG,1,2039,2.2
Cuba,PWRNG02,NG,1,2040,2.2
Cuba,PWRNG02,NG,1,2041,2.2
Cuba,PWRNG02,NG,1,2042,2.2
Cuba,PWRNG02,NG,1,2043,2.2
Cuba,PWRNG02,NG,1,2044,2.2
Cuba,PWRNG02,NG,1,2045,2.2
Cuba,PWRNG02,NG,1,2046,2.2
Cuba,PWRNG02,NG,1,2047,2.2
Cuba,PWRNG02,NG,1,2048,2.2
Cuba,PWRNG02,NG,1,2049,2.2
Cuba,PWRNG02,NG,1,2050,2.2
Cuba,PWRGHFO2,HFO02,1,2019,2.5
Cuba,PWRGHFO2,HFO02,1,2020,2.5
Cuba,PWRGHFO2,HFO02,1,2021,2.5
Cuba,PWRGHFO2,HFO02,1,2022,2.5
Cuba,PWRGHFO2,HFO02,1,2023,2.5
Cuba,PWRGHFO2,HFO02,1,2024,2.5
Cuba,PWRGHFO2,HFO02,1,2025,2.5
Cuba,PWRGHFO2,HFO02,1,2026,2.5
Cuba,PWRGHFO2,HFO02,1,2027,2.5
Cuba,PWRGHFO2,HFO02,1,2028,2.5
Cuba,PWRGHFO2,HFO02,1,2029,2.5
Cuba,PWRGHFO2,HFO02,1,2030,2.5
Cuba,PWRGHFO2,HFO02,1,2031,2.5
Cuba,PWRGHFO2,HFO02,1,2032,2.5
Cuba,PWRGHFO2,HFO02,1,2033,2.5
Cuba,PWRGHFO2,HFO02,1,2034,2.5
Cuba,PWRGHFO2,HFO02,1,2035,2.5
Cuba,PWRGHFO2,HFO02,1,2036,2.5
Cuba,PWRGHFO2,HFO02,1,2037,2.5
Cuba,PWRGHFO2,HFO02,1,2038,2.5
Cuba,PWRGHFO2,HFO02,1,2039,2.5
Cuba,PWRGHFO2,HFO02,1,2040,2.5
Cuba,PWRGHFO2,HFO02,1,2041,2.5
Cuba,PWRGHFO2,HFO02,1,2042,2.5
Cuba,PWRGHFO2,HFO02,1,2043,2.5
Cuba,PWRGHFO2,HFO02,1,2044,2.5
Cuba,PWRGHFO2,HFO02,1,2045,2.5
Cuba,PWRGHFO2,HFO02,1,2046,2.5
Cuba,PWRGHFO2,HFO02,1,2047,2.5
Cuba,PWRGHFO2,HFO02,1,2048,2.5
Cuba,PWRGHFO2,HFO02,1,2049,2.5
Cuba,PWRGHFO2,HFO02,1,2050,2.5
Cuba,PWRBIO,BIO,1,2019,2.9
Cuba,PWRBIO,BIO,1,2020,2.9
Cuba,PWRBIO,BIO,1,2021,2.9
Cuba,PWRBIO,BIO,1,2022,2.9
Cuba,PWRBIO,BIO,1,2023,2.9
Cuba,PWRBIO,BIO,1,2024,2.9
Cuba,PWRBIO,BIO,1,2025,2.9
Cuba,PWRBIO,BIO,1,2026,2.9
Cuba,PWRBIO,BIO,1,2027,2.9
Cuba,PWRBIO,BIO,1,2028,2.9
Cuba,PWRBIO,BIO,1,2029,2.9
Cuba,PWRBIO,BIO,1,2030,2.9
Cuba,PWRBIO,BIO,1,2031,2.9
Cuba,PWRBIO,BIO,1,2032,2.9
Cuba,PWRBIO,BIO,1,2033,2.9
Cuba,PWRBIO,BIO,1,2034,2.9
Cuba,PWRBIO,BIO,1,2035,2.9
Cuba,PWRBIO,BIO,1,2036,2.9
Cuba,PWRBIO,BIO,1,2037,2.9
Cuba,PWRBIO,BIO,1,2038,2.9
Cuba,PWRBIO,BIO,1,2039,2.9
Cuba,PWRBIO,BIO,1,2040,2.9
Cuba,PWRBIO,BIO,1,2041,2.9
Cuba,PWRBIO,BIO,1,2042,2.9
Cuba,PWRBIO,BIO,1,2043,2.9
Cuba,PWRBIO,BIO,1,2044,2.9
Cuba,PWRBIO,BIO,1,2045,2.9
Cuba,PWRBIO,BIO,1,2046,2.9
Cuba,PWRBIO,BIO,1,2047,2.9
Cuba,PWRBIO,BIO,1,2048,2.9
Cuba,PWRBIO,BIO,1,2049,2.9
Cuba,PWRBIO,BIO,1,2050,2.9
Cuba,PWRWND001,WND,1,2019,1.0
Cuba,PWRWND001,WND,1,2020,1.0
Cuba,PWRWND001,WND,1,2021,1.0
Cuba,PWRWND001,WND,1,2022,1.0
Cuba,PWRWND001,WND,1,2023,1.0
Cuba,PWRWND001,WND,1,2024,1.0
Cuba,PWRWND001,WND,1,2025,1.0
Cuba,PWRWND001,WND,1,2026,1.0
Cuba,PWRWND001,WND,1,2027,1.0
Cuba,PWRWND001,WND,1,2028,1.0
Cuba,PWRWND001,WND,1,2029,1.0
Cuba,PWRWND001,WND,1,2030,1.0
Cuba,PWRWND001,WND,1,2031,1.0
Cuba,PWRWND001,WND,1,2032,1.0
Cuba,PWRWND001,WND,1,2033,1.0
Cuba,PWRWND001,WND,1,2034,1.0
Cuba,PWRWND001,WND,1,2035,1.0
Cuba,PWRWND001,WND,1,2036,1.0
Cuba,PWRWND001,WND,1,2037,1.0
Cuba,PWRWND001,WND,1,2038,1.0
Cuba,PWRWND001,WND,1,2039,1.0
Cuba,PWRWND001,WND,1,2040,1.0
Cuba,PWRWND001,WND,1,2041,1.0
Cuba,PWRWND001,WND,1,2042,1.0
Cuba,PWRWND001,WND,1,2043,1.0
Cuba,PWRWND001,WND,1,2044,1.0
Cuba,PWRWND001,WND,1,2045,1.0
Cuba,PWRWND001,WND,1,2046,1.0
Cuba,PWRWND001,WND,1,2047,1.0
Cuba,PWRWND001,WND,1,2048,1.0
Cuba,PWRWND001,WND,1,2049,1.0
Cuba,PWRWND001,WND,1,2050,1.0
Cuba,PWRPV01,SOL,1,2019,1.0
Cuba,PWRPV01,SOL,1,2020,1.0
Cuba,PWRPV01,SOL,1,2021,1.0
Cuba,PWRPV01,SOL,1,2022,1.0
Cuba,PWRPV01,SOL,1,2023,1.0
Cuba,PWRPV01,SOL,1,2024,1.0
Cuba,PWRPV01,SOL,1,2025,1.0
Cuba,PWRPV01,SOL,1,2026,1.0
Cuba,PWRPV01,SOL,1,2027,1.0
Cuba,PWRPV01,SOL,1,2028,1.0
Cuba,PWRPV01,SOL,1,2029,1.0
Cuba,PWRPV01,SOL,1,2030,1.0
Cuba,PWRPV01,SOL,1,2031,1.0
Cuba,PWRPV01,SOL,1,2032,1.0
Cuba,PWRPV01,SOL,1,2033,1.0
Cuba,PWRPV01,SOL,1,2034,1.0
Cuba,PWRPV01,SOL,1,2035,1.0
Cuba,PWRPV01,SOL,1,2036,1.0
Cuba,PWRPV01,SOL,1,2037,1.0
Cuba,PWRPV01,SOL,1,2038,1.0
Cuba,PWRPV01,SOL,1,2039,1.0
Cuba,PWRPV01,SOL,1,2040,1.0
Cuba,PWRPV01,SOL,1,2041,1.0
Cuba,PWRPV01,SOL,1,2042,1.0
Cuba,PWRPV01,SOL,1,2043,1.0
Cuba,PWRPV01,SOL,1,2044,1.0
Cuba,PWRPV01,SOL,1,2045,1.0
Cuba,PWRPV01,SOL,1,2046,1.0
Cuba,PWRPV01,SOL,1,2047,1.0
Cuba,PWRPV01,SOL,1,2048,1.0
Cuba,PWRPV01,SOL,1,2049,1.0
Cuba,PWRPV01,SOL,1,2050,1.0
Cuba,PWRCSP,SOL,1,2019,1.0
Cuba,PWRCSP,SOL,1,2020,1.0
Cuba,PWRCSP,SOL,1,2021,1.0
Cuba,PWRCSP,SOL,1,2022,1.0
Cuba,PWRCSP,SOL,1,2023,1.0
Cuba,PWRCSP,SOL,1,2024,1.0
Cuba,PWRCSP,SOL,1,2025,1.0
Cuba,PWRCSP,SOL,1,2026,1.0
Cuba,PWRCSP,SOL,1,2027,1.0
Cuba,PWRCSP,SOL,1,2028,1.0
Cuba,PWRCSP,SOL,1,2029,1.0
Cuba,PWRCSP,SOL,1,2030,1.0
Cuba,PWRCSP,SOL,1,2031,1.0
Cuba,PWRCSP,SOL,1,2032,1.0
Cuba,PWRCSP,SOL,1,2033,1.0
Cuba,PWRCSP,SOL,1,2034,1.0
Cuba,PWRCSP,SOL,1,2035,1.0
Cuba,PWRCSP,SOL,1,2036,1.0
Cuba,PWRCSP,SOL,1,2037,1.0
Cuba,PWRCSP,SOL,1,2038,1.0
Cuba,PWRCSP,SOL,1,2039,1.0
Cuba,PWRCSP,SOL,1,2040,1.0
Cuba,PWRCSP,SOL,1,2041,1.0
Cuba,PWRCSP,SOL,1,2042,1.0
Cuba,PWRCSP,SOL,1,2043,1.0
Cuba,PWRCSP,SOL,1,2044,1.0
Cuba,PWRCSP,SOL,1,2045,1.0
Cuba,PWRCSP,SOL,1,2046,1.0
Cuba,PWRCSP,SOL,1,2047,1.0
Cuba,PWRCSP,SOL,1,2048,1.0
Cuba,PWRCSP,SOL,1,2049,1.0
Cuba,PWRCSP,SOL,1,2050,1.0
Cuba,PWRFO,LFO,1,2019,2.56
Cuba,PWRFO,LFO,1,2020,2.56
Cuba,PWRFO,LFO,1,2021,2.56
Cuba,PWRFO,LFO,1,2022,2.56
Cuba,PWRFO,LFO,1,2023,2.56
Cuba,PWRFO,LFO,1,2024,2.56
Cuba,PWRFO,LFO,1,2025,2.56
Cuba,PWRFO,LFO,1,2026,2.56
Cuba,PWRFO,LFO,1,2027,2.56
Cuba,PWRFO,LFO,1,2028,2.56
Cuba,PWRFO,LFO,1,2029,2.56
Cuba,PWRFO,LFO,1,2030,2.56
